program, blocksize, inputsize, outputsize, speed, time
specifiek compression,32767,19872,7360,16382522,0.001
specifiek compression,32767,99358,36174,22935826,0.004
specifiek compression,32767,198785,71170,30050642,0.007
specifiek compression,32767,993980,329566,48067121,0.021
specifiek compression,32767,1987832,641464,68823598,0.029
specifiek compression,32767,9939789,3160587,68814611,0.144
specifiek compression,32767,19879307,6266121,70224057,0.283
specifiek compression,32767,99397118,29639765,70258421,1.415
specifiek compression,32767,198794280,56782159,71452548,2.782
specifiek compression,32767,993973974,267948293,73765550,13.475
specifiek_compression 32767 19872 7360 16532445 0.00120
specifiek_compression 32767 99358 36174 18240866 0.00545
specifiek_compression 32767 198785 71170 46047023 0.00432
specifiek_compression 32767 993980 329566 33194629 0.02994
specifiek_compression 32767 1987832 641464 63950328 0.03108
specifiek_compression 32767 9939789 3160587 69120393 0.14380
specifiek_compression 32767 19879307 6266121 68948283 0.28832
specifiek_compression 32767 99397118 29639765 69446021 1.43129
specifiek_compression 32767 198794280 56782159 70296747 2.82793
specifiek_compression 32767 993973974 267948293 72722787 13.66798
