program, blocksize, inputsize, outputsize, speed, time
specifiek decompression,32767,4385,13479,29238611,0.000
specifiek decompression,32767,21881,69787,37580506,0.002
specifiek decompression,32767,43742,144826,52264886,0.003
specifiek decompression,32767,218711,748148,80350982,0.009
specifiek decompression,32767,437434,1548286,112275997,0.014
specifiek decompression,32767,2187225,7984021,114156922,0.070
specifiek decompression,32767,4374551,16481711,115922259,0.142
specifiek decompression,32767,21873412,84823391,122713700,0.691
specifiek decompression,32767,43748219,174825704,124748971,1.401
specifiek decompression,32767,218758027,898257477,126533547,7.099
specifiek_decompression 32767 4385 13479 28081250 0.00048
specifiek_decompression 32767 21881 69787 45552872 0.00153
specifiek_decompression 32767 43742 144826 54941578 0.00264
specifiek_decompression 32767 218711 748148 82567928 0.00906
specifiek_decompression 32767 437434 1548286 112964103 0.01371
specifiek_decompression 32767 2187225 7984021 115246124 0.06928
specifiek_decompression 32767 4374551 16481711 117366025 0.14043
specifiek_decompression 32767 21873412 84823391 120045954 0.70659
specifiek_decompression 32767 43748219 174825704 122005497 1.43293
specifiek_decompression 32767 218758027 898257477 123353517 7.28198
