program, blocksize, inputsize, outputsize, speed, time
standaard compression,32767,19872,8882,63897106,0.000
standaard compression,32767,99358,43772,24839500,0.004
standaard compression,32767,198785,87213,32802805,0.006
standaard compression,32767,993980,432988,45199399,0.022
standaard compression,32767,1987832,864506,71450774,0.028
standaard compression,32767,9939789,4296990,85290061,0.117
standaard compression,32767,19879307,8580361,85343454,0.233
standaard compression,32767,99397118,42678522,84735720,1.173
standaard compression,32767,198794280,85152584,83899090,2.369
standaard compression,32767,993973974,423983207,83204948,11.946
standaard_compression 32767 19872 8882 20444444 0.00097
standaard_compression 32767 99358 43772 24376349 0.00408
standaard_compression 32767 198785 87213 26772390 0.00743
standaard_compression 32767 993980 432988 82140318 0.01210
standaard_compression 32767 1987832 864506 56506211 0.03518
standaard_compression 32767 9939789 4296990 83372104 0.11922
standaard_compression 32767 19879307 8580361 83520183 0.23802
standaard_compression 32767 99397118 42678522 83245982 1.19402
standaard_compression 32767 198794280 85152584 82671841 2.40462
standaard_compression 32767 993973974 423983207 82353118 12.06966
