program, blocksize, inputsize, outputsize, speed, time
specifiek decompression,32767,7360,19872,29748502,0.001
specifiek decompression,32767,36174,99358,42065198,0.002
specifiek decompression,32767,71170,198785,56489059,0.004
specifiek decompression,32767,329566,993980,96747128,0.010
specifiek decompression,32767,641464,1987832,127966525,0.016
specifiek decompression,32767,3160587,9939789,129052972,0.077
specifiek decompression,32767,6266121,19879307,129169446,0.154
specifiek decompression,32767,29639765,99397118,127150027,0.782
specifiek decompression,32767,56782159,198794280,128816596,1.543
specifiek decompression,32767,267948293,993973974,130257290,7.631
specifiek_decompression 32767 7360 19872 22080000 0.00090
specifiek_decompression 32767 36174 99358 34752710 0.00286
specifiek_decompression 32767 71170 198785 85720137 0.00232
specifiek_decompression 32767 329566 993980 72368401 0.01374
specifiek_decompression 32767 641464 1987832 123383526 0.01611
specifiek_decompression 32767 3160587 9939789 125345704 0.07930
specifiek_decompression 32767 6266121 19879307 125460281 0.15845
specifiek_decompression 32767 29639765 99397118 123400793 0.80548
specifiek_decompression 32767 56782159 198794280 125252279 1.58715
specifiek_decompression 32767 267948293 993973974 125391144 7.92699
