program, blocksize, inputsize, outputsize, speed, time
specifiek compression,32767,13479,4385,16848750,0.001
specifiek compression,32767,69787,21881,24677157,0.003
specifiek compression,32767,144826,43742,31118607,0.005
specifiek compression,32767,748148,218711,46817772,0.016
specifiek compression,32767,1548286,437434,67987792,0.023
specifiek compression,32767,7984021,2187225,70238594,0.114
specifiek compression,32767,16481711,4374551,70897312,0.232
specifiek compression,32767,84823391,21873412,72704870,1.167
specifiek compression,32767,174825704,43748219,75422584,2.318
specifiek compression,32767,898257477,218758027,77753229,11.553
specifiek_compression 32767 13479 4385 19065063 0.00071
specifiek_compression 32767 69787 21881 28438060 0.00245
specifiek_compression 32767 144826 43742 34302700 0.00422
specifiek_compression 32767 748148 218711 48248935 0.01551
specifiek_compression 32767 1548286 437434 68824946 0.02250
specifiek_compression 32767 7984021 2187225 70474812 0.11329
specifiek_compression 32767 16481711 4374551 71175618 0.23156
specifiek_compression 32767 84823391 21873412 72062002 1.17709
specifiek_compression 32767 174825704 43748219 70255621 2.48842
specifiek_compression 32767 898257477 218758027 76534329 11.73666
