program, blocksize, inputsize, outputsize, speed, time
standaard compression,1028,198794280,87665464,52646776,3.776
standaard compression,2048,198794280,86084877,64092825,3.102
standaard compression,3076,198794280,85592347,67873961,2.929
standaard compression,4096,198794280,85387080,72870174,2.728
standaard compression,6144,198794280,85228461,73783440,2.694
standaard compression,8192,198794280,85172712,78405297,2.535
standaard compression,12288,198794280,85127920,77288194,2.572
standaard compression,16384,198794280,85119827,80888151,2.458
standaard compression,24576,198794280,85125295,80574788,2.467
standaard compression,32768,198794280,85152886,84173624,2.362
standaard compression,49152,198794280,85217093,82503342,2.410
standaard_compression 1028 198794280 87665464 33420762 5.94823
standaard_compression 2048 198794280 86084877 44320034 4.48543
standaard_compression 3076 198794280 85592347 43067163 4.61591
standaard_compression 4096 198794280 85387080 63775823 3.11708
standaard_compression 6144 198794280 85228461 72647947 2.73641
standaard_compression 8192 198794280 85172712 78248859 2.54054
standaard_compression 12288 198794280 85127920 77375042 2.56923
standaard_compression 16384 198794280 85119827 80666303 2.46440
standaard_compression 24576 198794280 85125295 78831155 2.52177
standaard_compression 32768 198794280 85152886 82244206 2.41712
standaard_compression 49152 198794280 85217093 81553114 2.43761
