program, blocksize, inputsize, outputsize, speed, time
specifiek decompression,1028,58111181,198794280,97926045,2.030
specifiek decompression,2048,57422943,198794280,109347909,1.818
specifiek decompression,3076,57188009,198794280,114415817,1.737
specifiek decompression,4096,57069650,198794280,117402934,1.693
specifiek decompression,6144,56971703,198794280,120349070,1.652
specifiek decompression,8192,56907274,198794280,122897927,1.618
specifiek decompression,12288,56853792,198794280,124892823,1.592
specifiek decompression,16384,56826575,198794280,126695932,1.569
specifiek decompression,24576,56795212,198794280,127641776,1.557
specifiek decompression,32768,56782233,198794280,127967232,1.553
specifiek decompression,49152,56767830,198794280,126805680,1.568
specifiek_decompression 1028 58111181 198794280 53712258 3.70110
specifiek_decompression 2048 57422943 198794280 53720125 3.70056
specifiek_decompression 3076 57188009 198794280 56066205 3.54571
specifiek_decompression 4096 57069650 198794280 76370865 2.60301
specifiek_decompression 6144 56971703 198794280 90553338 2.19533
specifiek_decompression 8192 56907274 198794280 114862383 1.73072
specifiek_decompression 12288 56853792 198794280 124205437 1.60053
specifiek_decompression 16384 56826575 198794280 124514676 1.59655
specifiek_decompression 24576 56795212 198794280 125134961 1.58864
specifiek_decompression 32768 56782233 198794280 125309203 1.58643
specifiek_decompression 49152 56767830 198794280 127005216 1.56524
