program, blocksize, inputsize, outputsize, speed, time
standaard decompression,32767,6063,13479,14619305,0.001
standaard decompression,32767,30943,69787,20831940,0.003
standaard decompression,32767,63627,144826,25991744,0.006
standaard decompression,32767,325930,748148,35711121,0.021
standaard decompression,32767,670898,1548286,53648163,0.029
standaard decompression,32767,3444519,7984021,61147906,0.131
standaard decompression,32767,7079616,16481711,62882332,0.262
standaard decompression,32767,36296762,84823391,64015092,1.325
standaard decompression,32767,74532176,174825704,65664776,2.662
standaard decompression,32767,381733264,898257477,66053973,13.599
standaard_decompression 32767 6063 13479 13358771 0.00101
standaard_decompression 32767 30943 69787 23410600 0.00298
standaard_decompression 32767 63627 144826 28475422 0.00509
standaard_decompression 32767 325930 748148 38075627 0.01965
standaard_decompression 32767 670898 1548286 54964180 0.02817
standaard_decompression 32767 3444519 7984021 61785785 0.12922
standaard_decompression 32767 7079616 16481711 63065680 0.26134
standaard_decompression 32767 36296762 84823391 63623476 1.33321
standaard_decompression 32767 74532176 174825704 65035380 2.68816
standaard_decompression 32767 381733264 898257477 65753122 13.66106
